Bonus: ID,Beam Energy,Beam Type,Magnet Energy,Eudaq,TDaq,Scintillator Thickness,Most Recent Alignment Run (EUDAQ),All micromegas? y/n,Voltage,How to use: 
317,1,Positron,50,150,1571931443,1,145,n,NA,Fill in top categories with info from tblogs (below)
319,1,Positron,25,151,1571931737,1,145,n,1580,"1: if experiment is Particle Peers, exclude & delete"
321,1,Positron,0,152,1571932015,1,145,n,1580,"2: if experiment is DESY chain but not a data run, exclude but keep if relevant information* is included"
323,1,Positron,75,153,1571932325,1,145,n,1580,"3: if experiment is general, exclude but keep if relevant information* is included"
325,3,Positron,75,154,1571932668,1,145,n,1580,
327,3,Positron,125,155,1571933143,1,145,n,1580,*: relevant info = is alignment run; discusses which sensor config is used; gives scintillator thickness; 
329,3,Positron,200,156,1571933521,1,145,n,1580,gives beam energy; gives magnet energy
331,3,Positron,0,157,1571933929,1,145,n,1580,
333,5,Positron,0,158,1571934315,1,145,n,1580,
335,5,Positron,125,159,1571934931,1,145,n,1580,
338,5,Positron,250,161,1571935652,1,145,n,1580,
340,5,Positron,375,162,1571936276,1,145,n,1580,
342,5,Positron,500,163,1571936885,1,145,n,1580,
344,1,Electron,100,164,1571937854,1,145,n,1580,
346,1,Electron,75,165,1571938197,1,145,n,1580,
348,1,Electron,50,166,1571938501,1,145,n,1580,
350,1,Electron,25,167,1571938794,1,145,n,1580,
352,1,Electron,0,168,1571939126,1,145,n,1580,
356,3,Electron,0,170,1571939524,1,145,n,1580,
358,3,Electron,75,171,1571939912,1,145,n,1580,
362,3,Electron,125,172,1571950010,1,145,n,1580,
364,3,Electron,200,174,1571950464,1,145,n,1580,
366,5,Electron,0,176,1571950975,1,145,n,1580,
368,5,Electron,125,177,1571951573,1,145,n,1580,
370,5,Electron,250,178,1571952203,1,145,n,1580,
372,5,Electron,375,180,1571952846,1,145,n,1580,
374,5,Electron,500,181,1571953473,1,145,n,1580,
386,5,Positron,0,187,1572001725,0.5,187,n,1580,for k value
393,5,Positron,375,190,1572003556,0.5,189,n,1630,
395,5,Positron,250,191,1572004238,0.5,189,n,1630,
397,3,Positron,125,192,1572004934,0.5,189,n,1630,
398,3,Positron,200,193,1572005884,0.5,189,n,1630,
400,1,Positron,75,194,1572006472,0.5,189,n,1630,
402,1,Positron,50,195,1572006850,0.5,189,n,1630,
404,1,Positron,25,196,1572007197,0.5,189,n,1630,
406,1,Positron,0,197,1572007510,0.5,189,n,1630,
408,3,Positron,0,198,1572007834,0.5,189,n,1630,
410,5,Positron,0,199,1572008331,0.5,189,n,1630,
412,5,Electron,375,200,1572008983,0.5,189,n,1630,
414,5,Electron,250,201,1572009598,0.5,189,n,1630,
416,3,Electron,200?? (maybe 250),203,1572010530,0.5,189,n,1630,Check data to confirm 200 A or actually 250 A
418,3,Electron,125,204,1572010964,0.5,189,n,1630,
421,3,Electron,0,205,1572011373,0.5,189,n,1630,
423,1,Electron,0,206,1572012186,0.5,189,n,1630,
425,1,Electron,25,207,1572012538,0.5,189,n,1630,
427,1,Electron,50,208,1572012923,0.5,189,n,1630,
429,1,Electron,25?,209,1572013337,0.5,189,n,1630,Not sure why we did 25 A again. 
524,1?,Positron,0,246,1572097787,2,220,y,1450,Is this really 1 GeV? Check data
526,5,Positron,250,247,1572098569,2,220,y,1450,
528,5,Positron,500,248,1572099283,2,220,y,1450,
530,3,Positron,0,249,1572100097,2,220,y,1450,
532,3,Positron,150,250,1572100629,2,220,y,1450,
534,3,Positron,300,251,1572101077,2,220,y,1450,
536,1,Positron,0,254,1572101587,2,220,y,1450,
538,1,Positron,50,255,1572102133,2,220,y,1450,
540,1,Positron,100,256,1572102470,2,220,y,1450,
548,1,Electron,0,259,1572104299,2,220,y,1450,
550,1,Electron,50,260,1572104678,2,220,y,1450,
552,1,Electron,100,261,1572105037,2,220,y,1450,
554,3,Electron,100,262,1572105397,2,220,y,1450,
556,3,Electron,150,263,1572105827,2,220,y,1450,
558,3,Electron,300,264,1572106243,2,220,y,1450,
560,3,Electron,0,265,1572106685,2,220,y,1450,
562,5,Electron,0,266,1572107138,2,220,y,1450,
564,5,Electron,250,267,1572107806,2,220,y,1450,
566,5,Electron,500,268,1572108522,2,220,y,1450,
648,5,Positron,250,275,1572169691,1,274,y,1580,
650,5,Positron,500,276,1572170351,1,274,y,1580,
651,3,Positron,150,277,1572171025,1,274,y,1580,
653,3,Positron,300,278,1572171442,1,274,y,1580,
655,3,Positron,0,279,1572171865,1,274,y,1580,
657,1,Positron,0,280,1572172309,1,274,y,1580,
659,1,Positron,50,281,1572172623,1,274,y,1580,
661,1,Positron,100,282,1572172945,1,274,y,1580,
663,1,Electron,100,283,1572173331,1,274,y,1580,
665,1,Electron,50,284,1572173645,1,274,y,1580,
667,1,Electron,0,285,1572173990,1,274,y,1580,
669,3,Electron,0,286,1572174366,1,274,y,1580,
671,3,Electron,150,287,1572174791,1,274,y,1580,
673,3,Electron,300,288,1572175181,1,274,y,1580,
675,5,Electron,500,289,1572175587,1,274,y,1580,
677,5,Electron,250,290,1572176260,1,274,y,1580,
679,5,Electron,0,291,1572176931,1,274,y,1580,
685,5,Electron,250,296,1572180849,Crystal,295,y,1800,
687,5,Electron,150,297,1572181315,Crystal,295,y,1800,
689,5,Electron,100,298,1572181745,Crystal,295,y,1800,
691,3,Electron,0,299,1572182574,Crystal,295,y,1800,
693,3,Electron,60,300,1572183037,Crystal,295,y,1800,
695,1,Electron,20,301,1572183476,Crystal,295,y,1800,
697,1,Electron,0,302,1572183834,Crystal,295,y,1800,
699,1,Positron,0,303,1572184203,Crystal,295,y,1800,
701,1,Electron?,20,304,1572184622,Crystal,295,y,1800,Should it be positrons instead?
703,3,Positron,60,305,1572184952,Crystal,295,y,1800,
705,3,Positron,0,306,1572185366,Crystal,295,y,1800,
707,5,Positron,0,307,1572185799,Crystal,295,y,1800,
709,5,Positron,100,308,1572186485,Crystal,295,y,1800,
719,5,Positron,0,312,1572188706,0.2,295,y,1800,
721,5,Positron,250,313,1572189388,0.2,295,y,1800,
723,5,Positron,500,314,1572190135,0.2,295,y,1800,
726,3,Positron,300,315,1572190918,0.2,295,y,1800,
728,3,Positron,150,316,1572191362,0.2,295,y,1800,
730,3,Positron,0,317,1572191829,0.2,295,y,1800,
732,1,Positron,0,318,1572192245,0.2,295,y,1800,
734,1,Positron,50,319,1572192584,0.2,295,y,1800,
736,1,Positron,100,320,1572192942,0.2,295,y,1800,
738,1,Electron,100,321,1572193352,0.2,295,y,1800,
740,1,Electron,50,322,1572193711,0.2,295,y,1800,
742,3,Electron,0,323,1572194050,0.2,295,y,1800,
745,3,Electron,150,325,1572194833,0.2,295,y,1800,
747,3,Electron,300,326,1572195254,0.2,295,y,1800,
751,5,Electron,500,328,1572196002,0.2,295,y,1800,
753,5,Electron,250,329,1572196640,0.2,295,y,1800,
755,5,Electron,0,330,1572197296,0.2,295,y,1800,
762,3,Electron,300,333,1572199396,1,295,y,1530,
764,3,Electron,150,334,1572200064,1,295,y,1530,
766,3,Electron,0,335,1572200730,1,295,y,1530,
768,1,Electron,0,336,1572201397,1,295,y,1530,
770,1,Electron,50,337,1572201758,1,295,y,1530,
772,1,Electron,100,338,1572202090,1,295,y,1530,
774,1,Positron,0,339,1572202506,1,295,y,1530,
776,1,Positron,50,340,1572202839,1,295,y,1530,
778,1,Positron,0?,341,1572203198,1,295,y,1530,Why did we do 0 A again? Check data
780,3,Positron,150,343,1572203962,1,295,y,1530,
782,3,Positron,300,344,1572204380,1,295,y,1530,
784,5,Positron,0,345,1572204862,1,295,y,1530,
786,5,Positron,375,346,1572205682,1,295,y,1530,
788,5,Electron,375,347,1572206303,1,295,y,1530,
790,5,Electron,0,348,1572206843,1,295,y,1530,
792,5,Electron,500,349,1572207775,1,295,y,1530,
794,4,Electron,500,350,1572207988,1,295,y,1530,
796,3,Electron,500,351,1572208189,1,295,y,1530,
798,2,Electron,500,352,1572208366,1,295,y,1530,
800,1,Electron,500,353,1572208515,1,295,y,1530,
802,1,Positron,500,354,1572208677,1,295,y,1530,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
ID,Experiment,,Type,Run Number Eudaq,Run Number TDAQ,Subject,,,,
2,General,,Other,,,Shift start,,,,
"Beam Energy: 4 GeV;
Magnetic field: none;
Our scintillator was in;
We noticed that MIMOSA 2 was slightly shifted and MIMOSA 3 was more shifted both relative to MIMOSA 1 on the X
plane (line was offset from the origin). Y Plane was also shifted but we can´t do anything about that.",,,,,,,,,,
3,DESY Chain,,Calibration,52,,Mimosa Alignment Run,,,,
We shifted the MIMOSA rail by pushing the front to the right by ~3 mm.,,,,,,,,,,
4,General,,Other,,,Mimosa Shift,,,,
"Energy = 4 GeV
scintillator; out
magnetic field; none

alignment is still a bit off, but fine.",,,,,,,,,,
5,DESY Chain,,Calibration,53,,Mimosa Alignment,,,,
"We shifted the block of Tungsten in between sensor 3 and 4 of the Alpide out of the way from 45,000 mm to
200,000 mm. The Y-position stayed at 80,000 mm.",,,,,,,,,,
6,General,,Other,,,Moving Tungsten,,,,
"Shift 2 is starting with Abracha, Janiek, Lam, August, Cristovao",,,,,,,,,,
8,General,,Other,,,New Shift Started,,,,
We turned on the calorimeter 0 and increased the voltage to 1300 Volts. The current is 1087 uA.,,,,,,,,,,
9,General,,Other,,,Calorimeter on swich,,,,
We switched on calorimeter 1 at 1475 Volts. It has a current of 538 uA.,,,,,,,,,,
10,General,,Other,,,switch on calorimeter 1,,,,
"We turned on calorimeter 2 at 1215 V, 1014.35 uA. We set max current to 1100 uA.",,,,,,,,,,
11,General,,Other,,,Turn on Calorimeter 2,,,,
"We turned on calorimeter 3 at 1150 V. It had a current of 420,35 uA.",,,,,,,,,,
12,General,,Other,,,Turn on Calorimeter 3,,,,
We turned on calorimeter 4 at 1435 V. It had a current of 514.80 uA.,,,,,,,,,,
13,General,,Other,,,Turn on Calorimeter 4,,,,
We delayed the signal from calorimeter 3 with 50 ns.,,,,,,,,,,
14,General,,Calibration,,,delaying signal calorimeter 3,,,,
"We shifted the calorimeters to the right by 10 mm, such that calorimeter 2 is where calorimeter 3 used to be.
Now calorimeter 2 is receiving the beam.",,,,,,,,,,
15,General,,Other,,,Move calorimators to the right,,,,
We moved the main test scintillator for DESY Chain experiment so that it is in front of the beam,,,,,,,,,,
16,General,,Other,,,Moved scintillator in front of the beam,,,,
We delayed the signal of calorimeter 2 with 50 ns.,,,,,,,,,,
17,General,,Calibration,,,delaying signal calorimeter 2,,,,
Calorimeter 1 is now to the right of where calorimeter 2 used to be. Calorimeter 1 is in front the beam.,,,,,,,,,,
18,General,,Other,,,Move calorimators to the right by 10 cm,,,,
We delayed the signal of the calorimeter 1 with 50 ns.,,,,,,,,,,
19,General,,Calibration,,,delaying signal calorimeter 1,,,,
We turned on the scintillator before the magnet to a voltage of 1500V. The current is 267.75 uA.,,,,,,,,,,
20,DESY Chain,,Other,,,Front scintillator turned on,,,,
Changed the QDC gate to 150 ns.,,,,,,,,,,
21,General,,Other,,,Changed QDC Gate,,,,
We delayed the signal of the scintillator by 53 ns.,,,,,,,,,,
22,General,,Calibration,,,delaying signal scintillator,,,,
"> We shifted the calorimeters to the right by 10 mm, such that calorimeter 2 is where calorimeter 3 used to be.
> Now calorimeter 2 is receiving the beam.
Correction: 10 cm",,,,,,,,,,
23,General,,Other,,,Move calorimators to the right,,,,
Moved calorimeters to the right by 10 cm. Calorimeter 0 is in front of beam.,,,,,,,,,,
24,General,,Other,,,Move calorimators to the right by 10 cm,,,,
Voltages changed to 1450 volts. Current is 1212 uA.,,,,,,,,,,
25,General,,Other,,,Change voltages of calorimeter 0,,,,
Delayed the signal of calorimeter 0 with 53 ns.,,,,,,,,,,
26,General,,Calibration,,,delaying signal calorimeter 0,,,,
Moved calorimeters to the left by 40 cm.,,,,,,,,,,
27,General,,Other,,,Move calorimators to the left by 40 cm,,,,
delayed the signal of calorimeter 4 with 53 ns.,,,,,,,,,,
28,General,,Calibration,,,delaying signal calorimeter 4,,,,
"This message should be ignored.
> We delayed the signal of the calorimeter 1 with 50 ns.",,,,,,,,,,
29,General,,Calibration,,,delaying signal calorimeter 1,,,,
"4 GeV;
scintillator is in;",,,,,,,,,,
30,DESY Chain,,New Run,55,1571580784,test run,,,,
"QDC channel 0 scintillator is fine;
QDC channel 1 calorimeter 1 - we only see the offset;
QDC channel 2 calorimeter 2 - we only see the offset;
QDC channel 3 calorimeter 3 - we only see the offset;
QDC channel 4 calorimeter 4 - we might need to change the voltage;
QDC channel 5 calorimeter 0 - we only see the offset.",,,,,,,,,,
31,DESY Chain,,Monitoring,55,,checking the QDC response,,,,
end of run,,,,,,,,,,
32,DESY Chain,,Run Details,55,,end of run,,,,
"1) Moving calorimeters
- We wanted Calo #3 to be in the middle; #5 was there previously
- Shifted Calo stage 20mm to the R to fix

2) Addition of DWC
- MM#1 (closest to beam entrance) is sparking, likely due to moisture
- We removed it in order to bake it in an oven tomorrow (50-60C)
- Added in the spare DWC in the same z position as the MM#1
- Aligned via laser/bubble level to front one

Need to calibrate DWC1

~Naming Convention~
1st DWC in z is ¨DWC0¨; second is ¨DWC1¨",,,,,,,,,,
34,DESY Chain,,Other,,,Addition of DWC & moving calorimeters,,,,
"DWC: 50 Bar
MM: 50 Bar",,,,,,,,,,
45,General,,Gas Conditions,,,Bottle pressures,,,,
We started a new shift.,,,,,,,,,,
46,General,,Other,,,Shift start,,,,
Installed a timing unit and a NIM to TTL converter for the DWC calibration.,,,,,,,,,,
87,General,,Other,,,Installed two NIM modules,,,,
"Adjusted following gas conditions to

MM: 4 L/hr
DWCs: 3.5 L/hr

Pressure in tanks was also measured
MM: 50 bar
DWC: 49 bar",,,,,,,,,,
93,General,,Gas Conditions,,,Checked MM/DWC,,,,
"Reconfigured the TDAQ file to only expect data from the DWC.

Started by calibrating DWC0 w/ pulse into center",,,,,,,,,,
94,DESY Chain,,Calibration,,1571667323,Calibration of DWCs,,,,
,,,,,,,,,,
95,DESY Chain,,Run Details,,1571666723,end of run,,,,
Now calibration pulse input is plugged into DWC0 U/L,,,,,,,,,,
96,DESY Chain,,Calibration,,1571667975,Calibration of DWC0 U/L,,,,
We got about 20 000 events,,,,,,,,,,
97,DESY Chain,,Run Details,,1571667975,end of run,,,,
Now we have switched the input of the calibration pulses to DWC0 D/R,,,,,,,,,,
98,DESY Chain,,Calibration,,1571668179,Calibration of DWC0 D/R,,,,
"End of previous run, with about 21 000 events",,,,,,,,,,
99,DESY Chain,,Run Details,,1571668179,end of run,,,,
"Connected calibration cable into down right position of the DWC 1
Looked at monitoring of DWC 1 and the plots were empty",,,,,,,,,,
100,DESY Chain,,Calibration,,1571669104,DWC 1 Calibration Run,,,,
"Checked cables to see why nothing was showing up on histograms. Unplugged and replugged it (no change in cable setup), but signal returned. Signal was really noisy which meant that it was all triggering above the threshold so we couldn't see the pulse. Changed the discriminator and adjusted threshold so that it was above the noise, but then we were getting double pulses. Adjusted width of pulses so that it would hold the signal. However, channel 7 was too thin of a pulse and wouldn't change the width without causing more problems. Checked high and low voltage, but they weren't the problem. Switched to another discriminator. Changed width again on second discriminator, looks like it is fixed! Phew",,,,,,,,,,
101,DESY Chain,,Problem,,,DWC Signal,,,,
32 000 events. Data is showing up on histograms (good news!),,,,,,,,,,
102,DESY Chain,,Calibration,,1571675972,DWC 1 Calibration Run,,,,
32 000 events. Data is showing up on histograms (good news!),,,,,,,,,,
103,DESY Chain,,Calibration,,1571675972,DWC 1 Calibration Run,,,,
Moved DWC 1 calibration cable to left upper. Did calibration run. 20 000 events. Data showing up on histogram.,,,,,,,,,,
104,DESY Chain,,Calibration,,1571676710,DWC 1 Calibration Run,,,,
Moved DWC 1 calibration cable to center spot. 35 000 events.,,,,,,,,,,
105,DESY Chain,,Calibration,,1571676993,DWC 1 Calibration Run,,,,
Turned on all detectors but scintillator with high voltage. Turned micromega 2 up to 525 from 510 volts.,,,,,,,,,,
106,DESY Chain,,Other,,,Turning on Detectors,,,,
Turned on all detectors but scintillator with high voltage. Turned micromega 2 up to 525 from 510 volts.,,,,,,,,,,
107,DESY Chain,,Other,,,Turning on Detectors,,,,
4.0 GeV. 100 000 runs,,,,,,,,,,
108,DESY Chain,,New Run,56,1571678876,DESY Chain Experiment Test Run,,,,
DWC 0 down cable broke. Replaced it,,,,,,,,,,
109,General,,Problem,,,DWC Cable Break & Replacement,,,,
4.0 GeV. 187 000 events.,,,,,,,,,,
110,DESY Chain,,New Run,57,1571679770,Test Run with DESY Chain Experimental Setup,,,,
"DWC graphs showed reasonable results on x-axis with progression but concentrated, straight line for y-axis. Some graphs didn't show up. Some graphs wanted to overflow on the micromegas (registering hits above amplitude). Some stuck pixels on mimosas (not something we did, just something to note for when you see a solid line in the graphs). Last 2 micromegas didn't see many events because Tungsten had not been removed.",,,,,,,,,,
111,DESY Chain,,Run Details,57,1571679770,Test Run Results,,,,
"Micromegas at 4 L/hour
DWC's at 3.5 L/hour
For DWC's gas pod at 45 bar
For MM's gas pod at 50 bar",,,,,,,,,,
112,General,,Gas Conditions,,,Gas System Status,,,,
We measured the SC in the silver box that will be in beam today. The dimensions are 3 wide x 1 thick x 15/20 long,,,,,,,,,,
113,DESY Chain,,Other,,,Scintillator Thicknesses,,,,
"Prepared for next run by starting up our DAQ - prepared to take / convert data for DESYChain experiment to run the Mimosas.  


MM - 50 bar
DWC - 45 bar",,,,,,,,,,
114,DESY Chain,,Other,,,Conditions for Next Run and Pressure,,,,
10 autotriggers / sec for the calibration,,,,,,,,,,
115,DESY Chain,,New Run,59,1571733514,QDC Calibration,,,,
"at 100Hz for auto trigger
SC(ch0) - 106 counts
Ch1 and 2 were too offset to be normal, had to do an additional run",,,,,,,,,,
116,DESY Chain,,New Run,60,1571733791,QDC Calibration,,,,
"QDC noise problem diagnosis
We disconnected the detectors in order to determine whether the problem was due to noise or QDC problems
The issue was noise from the detectors on QDC1 and 2
Course of action: re-tape the Calos in case of light leak",,,,,,,,,,
117,DESY Chain,,New Run,61,1571734395,QDC Calibration,,,,
Re-wrapped the Calos due to run problems in Calo 1 and 2,,,,,,,,,,
118,DESY Chain,,Other,,,Calo re-wrapping,,,,
"Continuing to determine the problems with the Calos, new run to determine background noise and significance of changes (taping) on calos. Run determined that the tape was effective.",,,,,,,,,,
119,DESY Chain,,New Run,62,1571736480,QDC Calibration,,,,
"Fixed QDC board so that there is full contact
The offset for further data analysis: 20 000 events, DWCs calibrated.",,,,,,,,,,
120,DESY Chain,,New Run,63,1571736681,QDC Calibration,,,,
"Moved the SC out of beam.
Run at 5GeV Positrons 90000 events
Good correlation except between MM and DWC x pos, so we need to remove the tungsten",,,,,,,,,,
121,DESY Chain,,New Run,64,1571737402,DWC and MM alignement,,,,
50,,,,,,,,,,
122,General,,Other,,,Tungsten,,,,
"5GeV Positrons
All Particle Peers equipment moved out of beam (so the whole stage with the alpide was moved out to the L)
Tungsten sample holder moved out",,,,,,,,,,
124,DESY Chain,,New Run,65,1571740568,Alignment Run,,,,
"New shift team: Ilja, Charlie, Cecile, Derek, Sophie",,,,,,,,,,
125,General,,Other,,,Start of Shift,,,,
"Ended with 430 000 events
-mislabeled as QDC calibration--should be alignment",,,,,,,,,,
126,DESY Chain,,Run Details,65,1571740568,end of run,,,,
"Checked the magnet for any loose metal that would be a problem when it was turned on
Also checked gas flow on MM/DWCs - flow was 4 L/hr on MM and 3.5 L/hr on DWC",,,,,,,,,,
127,General,,Other,,,Checking Magnet and Gas Flow,,,,
"Turned on the BRM, monitoring the detectors over the camera to ensure none of them broke/were pulled towards the magnet. 
Ramped up power in blocks of 100 milliTesla/100 A, given B(Tesla) = I (Amps)/1000.
Reached 1.4 T with no issues before turning magnet to 0 again",,,,,,,,,,
128,DESY Chain,,Other,,,Turning on BRM,,,,
"Not a super-official run, more of a check to ensure that things are working correctly and checking what magnetic fields keep the beam within the detectors
Starting with positron beam of 1 GeV, and ramping it up from there to 3 and 5 GeV",,,,,,,,,,
129,DESY Chain,,New Run,66,1571746891,Monitoring How BRM Affects Beam,,,,
"With a positron beam of 1 GeV:
With no magnetic current, the centers of each readout are:
-DWC0: -110 (x) 100 (y)
-DWC1: -110 (x) 100 (y)
-MM0: -1.5
-MM1: -16

Turned up BRM to 100 A/0.1 T to observe centers of readout:
-Little to no change in the centers of the (x) peaks on DWC
-DWC0: y peak shifted to -100
-DWC1: y peak shifted to -100
-MM0: Center moved from -1.5 to 9
-MM1: no change, reading out y position

Magnet was turned to 200 A/0.2 T
-DWC0: y shifted to -220
-DWC1: y shifted to -220
-Micromega 0 reached the edge (20) of the detector

Magnet was turned to 300 A/0.3 T:
-DWCs showed no readout at 300 A
-Likewise for MM

100 A appears good for a 1 GeV beam in order to get good detector readout",,,,,,,,,,
130,DESY Chain,,Run Details,66,1571746891,BRM Check Results,,,,
"On the histogram readout, the DWC x and y charts are flipped - the x charts read out the data for y, and vice versa",,,,,,,,,,
131,DESY Chain,,Problem,,,DWC X and Y Flipped,,,,
"For a positron beam of 3 GeV:

With no current running through the BRM:
-DWC0: -110 (x) 100 (y)
-DWC1: -110 (x) 100 (y)
-MM0: -1.5
-MM1: -16 (questionable)

Magnet current was increased to 300 A/0.3 T
-DWC0: -110 (x) -135 (y)
-DWC1: -110 (x) -135 (y)
-MM0: 10
-MM1: has very few entries (suggesting the beam is out of frame)

Magnet current was reduced to 200 A/0.2 T

Suggests 300 A is a good current for 3 GeV particles",,,,,,,,,,
132,DESY Chain,,Run Details,66,1571746891,BRM Check Results,,,,
"For a positron beam of 5 GeV:

Positions of the detectors were assumed to be the same at 0 A
-DWC0: -110 (x) 100 (y)
-DWC1: -110 (x) 100 (y)
-MM0: -1.5
-MM1: -16 (but few entries)

At 500 A/0.5 T, the centers of the detectors are:
-DWC0: -110 (x) -150 (y)
-DWC1: -110 (x) -150 (y)
-MM0: 10
-MM1: around -16 (but few entries)

Suggests 500 A/0.5 T is a good current for deflection of 5 GeV particles",,,,,,,,,,
134,DESY Chain,,Run Details,66,1571746891,BRM Check Results,,,,
